state,notes,program_name,plan_name,geographic_region,medicaidonly_enrollment,dual_enrollment,total_enrollment,year,parent_organization
Texas,,"Medical Transportation Program (Non-Emergency Medical Transportation)","Medical Transportation Management","Anderson, Angelina, Austin, Bowie, Brazoria, Calhoun, Camp, Cass, Chambers, Cherokee, Colorado, De Witt, Delta, Fort Bend, Franklin, Galveston, Goliad, Gonzales, Gregg, Hardin, Harris, Harrison, Henderson, Hopkins, Houston, Jackson, Jasper, Jefferson, Lamar, Lavaca, Liberty, Marion, Matagorda, Montgomery, Morris, Nacogdoches, Newton, Orange, Panola, Polk, Rains, Red River, Rusk, Sabine, San Augustine, San Jacinto, Shelby, Smith, Titus, Trinity, Tyler, Upshur, Van Zandt, Victoria, Walker, Waller, Wharton, Wood",1192160,110237,1302397,2017,"Medical Transportation Management"
"New Mexico",,"Centennial Care (Comprehensive MCO + MLTSS)","Presbyterian Health Plan",Statewide,219367,7767,227134,2017,"Presbyterian Health Plan"
Tennessee8,"Beneficiaries can simultaneously enroll in (1) Magellan Health services, (2) DentaQuest USA Insurance Company, and (3) another comprehensive MCO. The de-duplicated total enrollment in comprehensive MCOs is 1,409,266","TennCare II (Comprehensive MCO + MLTSS)",DentaQuest,Statewide,820883,329,821212,2017,"DentaQuest USA Insurance Company"
"New York",,"Medicaid Managed Care (Comprehensive MCO + MLTSS)",HealthFirst,"New York City & Nassau, Suffolk counties",918790,0,918790,2017,HealthFirst
Wisconsin,,"BadgerCare Plus (Comprehensive MCO)",Compcare,"Counties: Adams, Ashland, Barron, Bayfield, Burnett, Chippewa, Columbia, Crawford, Douglas, Dunn, Eau Claire, Grant, Green, Iowa, Jackson, Juneau, La Crosse, Lafayette, Lincoln, Marathon, Monroe, Pepin, Pierce, Price, Rusk, St. Croix, Sawyer, Trempealeau, Vernon, Washburn",20417,25,20442,2017,Compcare
Ohio,,"Medicaid Managed Care (Comprehensive MCO)","Paramount Advantage",Statewide,245275,0,245275,2017,ProMedica
"New York",,"Medicaid Advantage (Comprehensive MCO)","VNS Choice","New York City & Nassau, Suffolk, Westchester counties",21,644,665,2017,"VNS Choice"
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Behavioral Health Services of Bedford and Somerset","Bedford and Somerset counties",20394,3185,23579,2017,PerformCare
Michigan6,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","Specialty Prepaid Inpatient Health Plan (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Northcare Network","Alger, Baraga, Chippewa, Delta, Dickinson, Gogebic, Houghton, Iron, Luce, Mackinac, Marquette, Menominee, Ontonagon, Schoolcraft",63993,0,63993,2017,"Northcare Network"
Washington10,"Washington is unable to provide separate counts of Medicaid-only and dual enrollment for their NEMT, ICMH, and PACE programs. As a result, total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","Washington State Integrated Community Mental Health Program (ICMH) (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))",BHO,Statewide,1814599,0,1814599,2017,"Behavioral Health Organization of Washington"
Michigan,,"Healthy Michigan Plan (Comprehensive MCO)","UnitedHealthcare Community Plan","Alcona, Allegan, Alpena, Antrim, Arenac, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Clare, Crawford, Emmet, Genesee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Lake, Lapeer, Leelanau, Lenawee, Livingston, Macomb, Manistee, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceana, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, VanBuren, Washtenaw, Wayne, Wexford",67535,0,67535,2017,UnitedHealthcare
Ohio,,"PACE (Program of All-inclusive Care for the Elderly) (Program of All-inclusive Care for the Elderly (PACE))","McGregor PACE","Cuyahoga County",80,336,416,2017,"McGregor PACE"
Michigan,,"MI Choice (MLTSS only (PIHP and/or PAHP))","Senior Resources of West Michigan","Muskegon, Oceana, Ottawa",27,635,662,2017,"Area Agencies on Aging"
Texas,,"STAR Kids (Comprehensive MCO + MLTSS)",Aetna,"Tarrant SDA",5074,50,5124,2017,Aetna
"District of Columbia",,"Medicaid Managed Care Program (Comprehensive MCO)","MedStar Family Choice",Statewide,55688,6,55694,2017,"MedStar Family Choice"
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","AgeWell New York","New York City & Nassau, Suffolk, Westchester counties",338,8196,8534,2017,"AgeWell New York"
Minnesota,,"Prepaid Medical Assistance Plan Plus (PMAP+) (Comprehensive MCO + MLTSS)","PrimeWest Health","Beltrami, Bigstone, Clearwater, Douglas, Grant, Hubbard, McLeod, Meeker, Pipestone, Pope, Renville, Stevens, and Traverse County",33635,0,33635,2017,"PrimeWest Health"
"West Virginia",,"Mountain Health Trust (Comprehensive MCO)","The Health Plan",statewide,84064,0,84064,2017,"The Health Plan"
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","North Shore - LIJ Health Plan","New York City & Nassau, Suffolk counties",522,5125,5647,2017,"North Shore - LIJ Health Plan"
Utah,,"Prepaid Mental Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Four Corners Community Behavioral Health","Grand, Emery, and Carbon counties",4675,628,5303,2017,"Four Corners Community Behavioral Health"
Minnesota,,"Minnesota Senior Health Option (MSHO) (Comprehensive MCO + MLTSS)",HealthPartners,Statewide,0,3077,3077,2017,"HealthPartners, Inc."
Nebraska,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Immanuel Pathways","68037, 68048, 68025, 68007, 68010, 68022, 68064, 68102, 68104, 68105, 68106, 68107, 68127, 68110, 68111, 68112, 68114, 68116, 68117, 68118, 68122, 68124, 68127, 68130, 68131, 68132, 68134, 68135, 68137, 68142, 68144, 68152, 68154, 68157, 68164, 68182, 68005, 68028, 68046, 68059, 68069, 68113, 68123, 68128, 68133, 68136, 68138, 68147, 68073, 68002, 68008, 68009, 68023, 68029, 68034, 68044, 68068",20,141,161,2017,"Immanuel Pathways"
Michigan6,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","Specialty Prepaid Inpatient Health Plan (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Mid-State Health Network","Arenac, Bay, Clare, Clinton, Eaton, Gladwin, Gratiot, Hillsdale, Huron, Ingham, Ionia, Isabella, Jackson, Mecosta, Midland, Montcalm, Newaygo, Osceola, Saginaw, Shiawassee, Tuscola",370233,0,370233,2017,"Mid-State Health Network"
Missouri,,"MO Healthnet Managed Care/1915b (Comprehensive MCO)","United Healthcare Western","Barry, Barton, Christian, Dade, Dallas, Douglas, Greene, Hickory, Howell, Jasper, Lawrence, McDonald, Newton, Oregon, Ozark, Shannon, Stone, Taney, Texas, Webster, and Wright",32113,0,32113,2017,"United Healthcare"
Oregon7,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; Family Dental Care; Managed Dental Care or Oregon; and ODS Community Health, Inc., or (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","Oregon Health Plan (OHP) (Comprehensive MCO)","Yamhill Community Care","Clackamas (97002, 97071, 97140 only), Marion (97137 only), Polk (97101, 97304, 97347, 97371, 97378, 97396 only), Tillamook (97347 only), Washington (97119, 97123, 97132, 97140 only), and Yamhill Counties",22457,606,23063,2017,"Yamhill Community Care"
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Yuba","Yuba County",16436,413,16849,2017,"Anthem Insurance Companies, Inc."
Missouri,,"MO Healthnet Managed Care/1915b (Comprehensive MCO)","Home State Health Central","Adair, Andrew, Atchison, Audrain, Benton, Bollinger, Boone, Buchanan, Butler, Caldwell, Callaway, Camden, Cape Girardeau, Carroll, Carter, Chariton, Clark, Clinton, Cole, Cooper, Crawford, Daviess, DeKalb, Dent, Dunklin, Gasconade, Gentry, Grundy, Harrison, Holt, Howard, Iron, Knox, Laclede, Lewis, Linn, Livingston, Macon, Maries, Marion, Mercer, Miller, Mississippi, Moniteau, Monroe, Montgomery, Morgan, New Madrid, Nodaway, Osage, Pettis, Phelps, Pulaski, Putman, Ralls, Randolph, Reynolds, Ripley, Saline, Schuyler, Scotland, Scott, Shelby, Stoddard, Sullivan, Wayne, and Worth",66079,0,66079,2017,Centene
Michigan,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","PACE of Southwest MI","Berrien, Cass, Van Buren",5,156,161,2017,"Independent corporation with a board comprised with equal representation:  Region IV AAA, Lakeland Healthcare, and Hospice at Home."
"Puerto Rico",,"Medicare Platino (Comprehensive MCO)","MMM Health Care, Inc.",statewide,0,70571,70571,2017,"MMM Health Care, Inc."
"North Carolina",,"1915(b)/(c) Medicaid Waiver for MH/DD/SA Services (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Trillium Health Resources","Counties: Brunswick, Carteret, New Hanover, Onslow, Pender, Beaufort, Bertie, Camden, Chowan, Craven, Currituck, Dare, Gates, Hertford, Hyde, Jones, Martin, Northampton, Pamlico, Pasquotank, Perquimans, Pitt, Tyrrell, Washington",186189,27766,213955,2017,"Trillium Health Resources"
Maryland,,"HealthChoice (Comprehensive MCO)","MedStar Family Choice","Baltimore City, Anne Arundel, Baltimore Charles Harford, Montgomery, Prince George's and St. Mary's counties.",86345,0,86345,2017,"MedStar Health"
"North Carolina",,"Program of All Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","PACE of the Southern Piedmont","Serving the following zip codes in Mecklenburg, Cabarrus, Stanly and Union Counties:  28025, 28027, 28031, 28036, 28071, 28075, 28078, 28079, 28081, 28083, 28097, 28103, 28104, 28105, 28107, 28109, 28110, 28112, 28124, 28129, 28134, 28137, 28138, 28215, 28163, 28173, 28174, 28202, 28203, 28204, 28205, 28206, 28207, 28208, 28209, 28210, 28211, 28212, 28213, 28214, 28216, 28217, 28223, 28226, 28227, 28244, 28226, 28227, 28244, 28246, 28254, 28262, 28269, 28270, 28273, 28274, 28277, 28278, 28280, 28281, 28282, 28284, 28285, 28287",114,31,145,2017,"PACE of the Southern Piedmont"
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)","Amerigroup Florida, Inc.","Regions 5, 6, 7, and 11",321122,9570,330692,2017,"Anthem, Inc."
Illinois,,"Illinois Health Connect Primary Care Case Management (Primary Care Case Management (PCCM))","Illinois Health Connect","Jo Daviess, Stephenson, Carroll, Ogle, DeKalb, Whiteside, Lee, Kendall, Grundy, LaSalle, Putnam, Bureau, Marshall, Livingston, Woodford, Iroquois, Warren, Henderson, Hancock, McDonough, Fulton, Schuyler, Mason, Cass, Brown, Adams, Pike, Scott, Morgan, Calhoun, Greene, Jersey, Macoupin, Montgomery, Bond, Fayette, Shelby, Moultrie, Douglas, Edgar, Coles, Clark, Cumberland, Crawford, Jasper, Effingham, Marion, Clay, Richland, Lawrence, Wabash, Edwards, Wayne, Jefferson, Washington, Monroe, Randolph, Perry, Franklin, Hamilton, White, Gallatin, Saline, Williamson, Jackson, Union, Johnson, Pope, Hardin, Alexander, Pulaski and Massac counties",320335,0,320335,2017,"Illinois Health Connect"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)",Kaiser/Sacramento,"Sacramento County",78896,5946,84842,2017,"Kaiser Permanente"
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Lycoming-Clinton Joinder Board","Clinton and Lycoming counties",28287,3638,31925,2017,"Community Care Behavioral Health Organization"
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Calaveras","Calaveras County",3602,120,3722,2017,"Anthem Insurance Companies, Inc."
"New York",,"Health and Recovery Plans (Comprehensive MCO)","United HealthCare","New York City & 41 counties",5345,0,5345,2017,"United Health Group"
Georgia,"Georgia is unable to provide separate counts of Medicaid-only and dually eligible beneficiaries for their NEMT program. As a result, Medicaid-only and total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","Georgia Families (Comprehensive MCO)","CareSource Georgia",Statewide,229523,0,229523,2017,CareSource
Pennsylvania,,"HealthChoices - Physical Health (Comprehensive MCO)","Gateway Health","Southwest, Lehigh/Capital, Northwest",301155,1011,302166,2017,"Gateway Health"
Indiana,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Franciscan Senior Health and Wellness","Lake county, Johnson County, and the following zip codes: 46107, 46201, 46202, 46203, 46204, 46217, 46218, 46219, 46221, 46222, 46225, 46227, 46229, 46237, 46239, 46241, 46259",1,90,91,2017,"Franciscan Alliance"
Michigan,,"MI Choice (MLTSS only (PIHP and/or PAHP))","Region 9 Area Agency on Aging","Alcona, Alpena, Arenac, Cheboygan, Crawford, Iosco, Montmorency, Ogemaw, Oscoda, Otsego, Presque Isle, Roscommon",27,415,442,2017,"Area Agencies on Aging"
Missouri,,"MO Healthnet Managed Care/1915b (Comprehensive MCO)","Missouri Care Western","Bates, Cass, Cedar, Clay, Henry, Jackson, Johnson, Lafayette, Platte, Polk, Ray, St Clair, and Vernon",75801,0,75801,2017,"WellCare Health Plans"
Washington10,"Washington is unable to provide separate counts of Medicaid-only and dual enrollment for their NEMT, ICMH, and PACE programs. As a result, total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid beneficiaries.","Behavioral Health Services Only (BHSO) (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Community Health Plan of Washington","Clark and Skamania",4809,0,4809,2017,"Community Health Plan of Washington"
Ohio,,"MyCare Ohio Opt-out (Comprehensive MCO + MLTSS)",CareSource,"East Central, Northeast, Northeast Central Regions",0,10075,10075,2017,CareSource
Texas,,"STAR (Comprehensive MCO)","BlueCross BlueShield","Travis SDA",25888,0,25888,2017,"Health Care Service Corp."
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Central California Alliance for Health/Merced","Merced County",116792,10720,127512,2017,"Central California Alliance for Health"
"New Jersey",,"NJ FamilyCare (Comprehensive MCO + MLTSS)","Horizon NJ Health",Statewide,741317,76782,818099,2017,"Horizon Healthcare of New Jersey, Inc."
"Puerto Rico",,"Government Health Plan (Comprehensive MCO)","Molina Health Care PR, Inc.","East, Southwest",268167,21087,289254,2017,Molina
California,,"Dental Managed Care/Sacramento (Dental only (PAHP))","Health Net Dental Plan/Sacramento","Sacramento County",123698,6542,130240,2017,"Health Net"
Wisconsin,,"Wisconsin Partnership Program (Comprehensive MCO + MLTSS)","Community Care Health Plan, Inc. – Community Care, Inc.","Counties: Calumet, Kenosha, Milwaukee, Outagamie, Ozaukee, Racine, Washington, Waukesha, Waupaca",133,520,653,2017,"Community Care Health Plan, Inc. – Community Care, Inc."
"New York",,"Medicaid Managed Care (Comprehensive MCO + MLTSS)",WellCare,"New York City & Albany, Dutchess, Erie, Nassau, Niagara, Orange, Rennselaer, Rockland, Schenectady, Schuyler, Steuben, Ulster counties",100997,0,100997,2017,WellCare
Arizona,,"Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS)","Bridgeway Health Solution (MLTSS)","Cochise, Gila, Graham, Greenlee, Maricopa & Pinal Counties",751,4302,5053,2017,"Centene Corporation"
Illinois,,"Family Health Plan/Affordable Care Act (Comprehensive MCO + MLTSS)",CountyCare,"Cook County",135493,0,135493,2017,"Cook County Health and Hospitals System"
Pennsylvania,,"PA Living Independence for the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","VieCare Armstrong H-6188","Armstrong County",3,48,51,2017,"Lutheran SeniorLife"
Texas,,"Texas Medicaid Wellness Program (Primary Care Case Management (PCCM))","Multiple Primary Care Providers",Statewide,8573,0,8573,2017,"Multiple Primary Care Providers"
Oregon7,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; Family Dental Care; Managed Dental Care or Oregon; and ODS Community Health, Inc., or (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","Oregon Health Plan (OHP) (Comprehensive MCO)","Managed Dental Care of Oregon","Clackamas, Multnomah, and Washington Counties",1702,72,1774,2017,"HealthShare of Oregon"
"New York",,"Medicaid Advantage (Comprehensive MCO)",Affinity,"New York City",3,223,226,2017,Affinity
Hawaii5,"Beneficiaries can simultaneously enroll in Ohana Community Care Service (BHS) and another medical or dental plan under the Quest program. The de-duplicated total enrollment comprehensive MCOs is 360,905.","Hawaii QUEST Integration (Comprehensive MCO + MLTSS)","Ohana Health Plan QUEST",Statewide,23754,28,23782,2017,"Wellcare Inc."
