state_abbreviation,state_name,report_date,state_expanded_medicaid,preliminary_updated,final_report,new_applications_submitted_to_medicaid_and_chip_agencies,new_applications_submitted_to_medicaid_and_chip_agencies__f_85d7,applications_for_financial_assistance_submitted_to_the_stat_104d,applications_for_financial_assistance_submitted_to_the_stat_c640,total_applications_for_financial_assistance_submitted_at_st_d6fa,total_applications_for_financial_assistance_submitted_at_st_9919,individuals_determined_eligible_for_medicaid_at_application,individuals_determined_eligible_for_medicaid_at_application_4f96,individuals_determined_eligible_for_chip_at_application,individuals_determined_eligible_for_chip_at_application__fo_e28a,total_medicaid_and_chip_determinations,total_medicaid_and_chip_determinations__footnotes,medicaid_and_chip_child_enrollment,medicaid_and_chip_child_enrollment__footnotes,total_medicaid_and_chip_enrollment,total_medicaid_and_chip_enrollment__footnotes,total_medicaid_enrollment,total_medicaid_enrollment__footnotes,total_chip_enrollment,total_chip_enrollment__footnotes
AR,Arkansas,04/01/2020,Y,U,Y,17649,,0,,17649,,13460,,845,,14305,,373480,,813734,,779597,,34137,
AR,Arkansas,05/01/2020,Y,U,Y,14754,,0,,14754,,10248,,573,,10821,,374951,,820544,,786253,,34291,
AR,Arkansas,06/01/2020,Y,U,Y,16106,,0,,16106,,9801,,667,,10468,,380826,,836406,,801742,,34664,
AR,Arkansas,07/01/2020,Y,U,Y,16350,,0,,16350,,9873,,673,,10546,,382744,,843515,,806832,,36683,
AR,Arkansas,08/01/2020,Y,U,Y,15914,,0,,15914,,9418,,706,,10124,,382156,,849875,,814604,,35271,
AR,Arkansas,09/01/2020,Y,U,Y,15918,,0,,15918,,9598,,735,,10333,,385599,,860822,,825422,,35400,
AR,Arkansas,10/01/2020,Y,U,Y,15774,,0,,15774,,9039,,676,,9715,,389282,,870347,,834684,,35663,
AR,Arkansas,11/01/2020,Y,U,Y,23936,,0,,23936,,8578,,732,,9310,,391567,,881003,,844692,,36311,
AR,Arkansas,12/01/2020,Y,U,Y,26126,,0,,26126,,9915,,757,,10672,,394526,,892423,,855359,,37064,
AR,Arkansas,01/01/2021,Y,U,Y,14583,,0,,14583,,8511,,562,,9073,,396398,,898965,,862271,,36694,
AR,Arkansas,02/01/2021,Y,U,Y,12162,,0,,12162,,6078,,429,,6507,,397055,,903150,,866039,,37111,
AR,Arkansas,03/01/2021,Y,U,Y,17253,,0,,17253,,7839,,415,,8254,,399155,,910463,,873086,,37377,
AR,Arkansas,04/01/2021,Y,U,Y,15294,,0,,15294,,6764,,437,,7201,,401223,,916841,,879489,,37352,
AR,Arkansas,05/01/2021,Y,U,Y,13163,,0,,13163,,5203,,225,,5428,,402264,,920717,,883604,,37113,
AR,Arkansas,06/01/2021,Y,U,Y,14152,,0,,14152,,6197,,269,,6466,,403861,,927247,,890279,,36968,
AR,Arkansas,07/01/2021,Y,U,Y,12695,,0,,12695,,6492,,336,,6828,,405685,,934944,,898269,,36675,
AR,Arkansas,08/01/2021,Y,U,Y,13844,,0,,13844,,9766,,466,,10232,,407320,,941715,,905456,,36259,
AR,Arkansas,09/01/2021,Y,U,Y,11894,,0,,11894,,8305,,446,,8751,,409976,,949164,,913232,,35932,
AR,Arkansas,10/01/2021,Y,U,Y,12229,,0,,12229,,7749,,430,,8179,,411406,,953640,,917953,,35687,
AR,Arkansas,11/01/2021,Y,U,Y,11936,,0,,11936,,7165,,392,,7557,,413200,,958561,,923185,,35376,
AR,Arkansas,12/01/2021,Y,U,Y,10894,,0,,10894,,7463,,431,,7894,,415388,,965168,,928651,,36517,
AR,Arkansas,01/01/2022,Y,U,Y,12407,,0,,12407,,8621,,544,,9165,,418053,,974587,,937893,,36694,
AR,Arkansas,02/01/2022,Y,U,Y,9577,,0,,9577,,9730,,693,,10423,,420563,,982319,,945272,,37047,
AR,Arkansas,03/01/2022,Y,U,Y,12513,,0,,12513,,12757,,770,,13527,,424082,,990124,,952472,,37652,
AR,Arkansas,04/01/2022,Y,U,Y,11743,,0,,11743,,11242,,789,,12031,,429985,,998943,,960578,,38365,
AR,Arkansas,05/01/2022,Y,U,Y,12470,,0,,12470,,8019,,452,,8471,,431453,,1004038,,965788,,38250,
AR,Arkansas,06/01/2022,Y,U,Y,13337,,0,,13337,,8147,,446,,8593,,432717,,1008791,,970639,,38152,
AR,Arkansas,07/01/2022,Y,U,Y,13060,,0,,13060,,7293,,427,,7720,,434032,,1012769,,974491,,38278,
AR,Arkansas,08/01/2022,Y,U,Y,15043,,0,,15043,,9973,,565,,10538,,436612,,1019232,,981154,,38078,
AR,Arkansas,09/01/2022,Y,U,Y,13153,,0,,13153,,9090,,543,,9633,,438027,,1024037,,986207,,37830,
AR,Arkansas,10/01/2022,Y,U,Y,13445,,0,,13445,,10048,,611,,10659,,439341,,1028754,,991632,,37122,
AR,Arkansas,11/01/2022,Y,U,Y,13357,,0,,13357,,9728,,565,,10293,,440411,,1034068,,997449,,36619,
AR,Arkansas,12/01/2022,Y,U,Y,12811,,0,,12811,,8742,,523,,9265,,441852,,1041085,,1004558,,36527,
AZ,Arizona,09/01/2013,Y,U,Y,,,,,,,,,,,,,,,1201770,,,,,
AZ,Arizona,06/01/2017,Y,U,Y,0,,0,,0,,0,,0,,0,,0,,1744617,,1649411,,95206,
AZ,Arizona,07/01/2017,Y,U,Y,0,,0,,0,,0,,0,,0,,0,,1745097,,1649135,,95962,
AZ,Arizona,08/01/2017,Y,U,Y,0,,0,,0,,0,,0,,0,,0,,1742701,,1646612,,96089,
AZ,Arizona,09/01/2017,Y,U,Y,0,,0,,0,,0,,0,,0,,0,,1743139,,1646000,,97139,
AZ,Arizona,10/01/2017,Y,U,Y,0,,0,,0,,0,,0,,0,,0,,1739554,,1641699,,97855,
AZ,Arizona,11/01/2017,Y,U,Y,0,,0,,0,,0,,0,,0,,0,,1728003,,1630614,,97389,
AZ,Arizona,12/01/2017,Y,U,Y,0,,0,,0,,0,,0,,0,,0,,1716236,,1619477,,96759,
AZ,Arizona,01/01/2018,Y,U,Y,0,,0,,0,,0,,0,,0,,0,,1685219,,1591805,,93414,
AZ,Arizona,02/01/2018,Y,U,Y,0,,0,,0,,0,,0,,0,,0,,1673728,,1579801,,93927,
AZ,Arizona,03/01/2018,Y,U,Y,0,,0,,0,,0,,0,,0,,0,,1678077,,1581222,,96855,
AZ,Arizona,04/01/2018,Y,U,Y,0,,0,,0,,0,,0,,0,,0,,1679239,,1579537,,99702,
AZ,Arizona,05/01/2018,Y,U,Y,0,,0,,0,,0,,0,,0,,0,,1678798,,1580306,,98492,
AZ,Arizona,06/01/2018,Y,U,Y,0,,0,,0,,0,,0,,0,,0,,1683690,,1584929,,98761,
AZ,Arizona,07/01/2018,Y,U,Y,113328,,0,,113328,,0,,0,,0,,0,,1688791,,1589042,,99749,
AZ,Arizona,08/01/2018,Y,U,Y,119772,,0,,119772,,0,,0,,0,,0,,1691877,,1591718,,100159,
AZ,Arizona,09/01/2018,Y,U,Y,100637,,0,,100637,,0,,0,,0,,0,,1697061,,1592142,,104919,
AZ,Arizona,10/01/2018,Y,U,Y,111445,,0,,111445,,0,,0,,0,,0,,1693508,,1591124,,102384,
AZ,Arizona,11/01/2018,Y,U,Y,103771,,0,,103771,,0,,0,,0,,0,,1701640,,1599420,,102220,
AZ,Arizona,12/01/2018,Y,U,Y,91536,,0,,91536,,0,,0,,0,,0,,1700470,,1597487,,102983,
AZ,Arizona,01/01/2019,Y,U,Y,112351,,0,,112351,,0,,0,,0,,0,,1701450,,1597610,,103840,
AZ,Arizona,02/01/2019,Y,U,Y,94300,,0,,94300,,0,,0,,0,,0,,1701411,,1596840,,104571,
AZ,Arizona,03/01/2019,Y,U,Y,102019,,0,,102019,,0,,0,,0,,0,,1703074,,1598692,,104382,
AZ,Arizona,04/01/2019,Y,U,Y,101454,,0,,101454,,0,,0,,0,,0,,1702739,,1599598,,103141,
AZ,Arizona,05/01/2019,Y,U,Y,108127,,0,,108127,,0,,0,,0,,0,,1697945,,1596372,,101573,
AZ,Arizona,06/01/2019,Y,U,Y,99470,,0,,99470,,0,,0,,0,,0,,1705679,,1604805,,100874,
AZ,Arizona,07/01/2019,Y,U,Y,112109,,0,,112109,,0,,0,,0,,0,,1715655,,1614557,,101098,
AZ,Arizona,08/01/2019,Y,U,Y,116957,,0,,116957,,0,,0,,0,,0,,1722540,,1621721,,100819,
AZ,Arizona,09/01/2019,Y,U,Y,109308,,0,,109308,,0,,0,,0,,0,,1725477,,1624952,,100525,
AZ,Arizona,10/01/2019,Y,U,Y,117684,,0,,117684,,0,,0,,0,,0,,1719616,,1620566,,99050,
AZ,Arizona,11/01/2019,Y,U,Y,98064,,0,,98064,,0,,0,,0,,0,,1716801,,1618910,,97891,
AZ,Arizona,12/01/2019,Y,U,Y,94909,,0,,94909,,0,,0,,0,,0,,1708073,,1610623,,97450,
AZ,Arizona,01/01/2020,Y,U,Y,106155,,0,,106155,,0,,0,,0,,0,,1702632,,1605917,,96715,
AZ,Arizona,02/01/2020,Y,U,Y,87142,,0,,87142,,0,,0,,0,,0,,1705789,,1608272,,97517,
AZ,Arizona,03/01/2020,Y,U,Y,101256,,0,,101256,,0,,0,,0,,0,,1746744,,1645851,,100893,
AZ,Arizona,04/01/2020,Y,U,Y,84566,,0,,84566,,0,,0,,0,,0,,1781233,,1680112,,101121,
AZ,Arizona,05/01/2020,Y,U,Y,63387,,0,,63387,,0,,0,,0,,0,,1817362,,1714470,,102892,
AZ,Arizona,06/01/2020,Y,U,Y,66374,,0,,66374,,0,,0,,0,,0,,1839932,,1735141,,104791,
AZ,Arizona,07/01/2020,Y,U,Y,82612,,0,,82612,,0,,0,,0,,0,,1862408,,1754618,,107790,
AZ,Arizona,08/01/2020,Y,U,Y,92884,,0,,92884,,0,,0,,0,,0,,1887382,,1777992,,109390,
AZ,Arizona,09/01/2020,Y,U,Y,94441,,0,,94441,,0,,0,,0,,0,,1903428,,1791620,,111808,
AZ,Arizona,10/01/2020,Y,U,Y,97927,,0,,97927,,0,,0,,0,,0,,1924686,,1810171,,114515,
AZ,Arizona,11/01/2020,Y,U,Y,78956,,0,,78956,,0,,0,,0,,0,,1942802,,1825481,,117321,
AZ,Arizona,12/01/2020,Y,U,Y,73798,,0,,73798,,0,,0,,0,,0,,1963007,,1843452,,119555,
AZ,Arizona,01/01/2021,Y,U,Y,67905,,0,,67905,,0,,0,,0,,0,,1981809,,1860386,,121423,
AZ,Arizona,02/01/2021,Y,U,Y,60661,,0,,60661,,0,,0,,0,,0,,1998341,,1875137,,123204,
AZ,Arizona,03/01/2021,Y,U,Y,64308,,0,,64308,,0,,0,,0,,0,,2011270,,1886377,,124893,
AZ,Arizona,04/01/2021,Y,U,Y,63341,,0,,63341,,0,,0,,0,,0,,2027065,,1900330,,126735,
AZ,Arizona,05/01/2021,Y,U,Y,67619,,0,,67619,,0,,0,,0,,0,,2044604,,1916492,,128112,
AZ,Arizona,06/01/2021,Y,U,Y,78334,,0,,78334,,0,,0,,0,,0,,2059556,,1929445,,130111,
AZ,Arizona,07/01/2021,Y,U,Y,55179,,0,,55179,,0,,0,,0,,0,,2072102,,1940386,,131716,
AZ,Arizona,08/01/2021,Y,U,Y,97180,,0,,97180,,0,,0,,0,,0,,2088145,,1954910,,133235,
AZ,Arizona,09/01/2021,Y,U,Y,99212,,0,,99212,,0,,0,,0,,0,,2101598,,1967773,,133825,
AZ,Arizona,10/01/2021,Y,U,Y,97240,,0,,97240,,0,,0,,0,,0,,2113571,,1979294,,134277,
AZ,Arizona,11/01/2021,Y,U,Y,85285,,0,,85285,,0,,0,,0,,0,,2128187,,1992731,,135456,
AZ,Arizona,12/01/2021,Y,U,Y,81522,,0,,81522,,0,,0,,0,,0,,2139682,,2003218,,136464,
AZ,Arizona,01/01/2022,Y,U,Y,86564,,0,,86564,,0,,0,,0,,0,,2155732,,2018099,,137633,
AZ,Arizona,02/01/2022,Y,U,Y,69507,,0,,69507,,0,,0,,0,,0,,2169228,,2031463,,137765,
AZ,Arizona,03/01/2022,Y,U,Y,84474,,0,,84474,,0,,0,,0,,0,,2178981,,2040517,,138464,
AZ,Arizona,04/01/2022,Y,U,Y,78074,,0,,78074,,0,,0,,0,,0,,2192656,,2053047,,139609,
AZ,Arizona,05/01/2022,Y,U,Y,80632,,0,,80632,,0,,0,,0,,0,,2206792,,2066864,,139928,
AZ,Arizona,06/01/2022,Y,U,Y,79789,,0,,79789,,0,,0,,0,,0,,2216371,,2076270,,140101,
AZ,Arizona,07/01/2022,Y,U,Y,93694,,0,,93694,,0,,0,,0,,0,,2227971,,2087366,,140605,
AZ,Arizona,08/01/2022,Y,U,Y,100096,,0,,100096,,0,,0,,0,,0,,2245107,,2103797,,141310,
AZ,Arizona,09/01/2022,Y,U,Y,101735,,0,,101735,,0,,0,,0,,0,,2257808,,2115269,,142539,
AZ,Arizona,10/01/2022,Y,U,Y,99216,,0,,99216,,0,,0,,0,,0,,2268007,,2123518,,144489,
AZ,Arizona,11/01/2022,Y,U,Y,91160,,0,,91160,,0,,0,,0,,0,,2283133,,2140101,,143032,
AZ,Arizona,12/01/2022,Y,U,Y,86277,,0,,86277,,0,,0,,0,,0,,2291196,,2143482,,147714,
CA,California,09/01/2013,Y,U,Y,,,,,,,,,,,,,,,7755381,,,,,
CA,California,06/01/2017,Y,U,Y,163743,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,163743,,162289,"Does Not Include All Medicaid Determinations Made At Application",12486,"Does Not Include All CHIP Determinations Made At Application",174775,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",5181237,,12293428,,11004981,,1288447,
CA,California,07/01/2017,Y,U,Y,148595,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,148595,,148733,"Does Not Include All Medicaid Determinations Made At Application",10213,"Does Not Include All CHIP Determinations Made At Application",158946,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",5170276,,12277389,,10988391,,1288998,
CA,California,08/01/2017,Y,U,Y,180390,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,180390,,164578,"Does Not Include All Medicaid Determinations Made At Application",12561,"Does Not Include All CHIP Determinations Made At Application",177139,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",5188669,,12310936,,11010221,,1300715,
CA,California,09/01/2017,Y,U,Y,150780,,0,,150780,,162875,,11939,,174814,,5168103,,12268887,,10966252,,1302635,
CA,California,10/01/2017,Y,U,Y,165040,,0,,165040,,165600,,11952,,177552,,5145644,,12227560,,10924224,,1303336,
CA,California,11/01/2017,Y,U,Y,236257,,0,,236257,,155204,,11959,,167163,,5124462,,12194344,,10892189,,1302155,
CA,California,12/01/2017,Y,U,Y,251890,,0,,251890,,160475,,12901,,173376,,5124031,,12220546,,10911820,,1308726,
CA,California,01/01/2018,Y,U,Y,231090,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,231090,,172824,"Does Not Include All Medicaid Determinations Made At Application",15423,"Does Not Include All CHIP Determinations Made At Application",188247,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",5083974,,12103881,,10803299,,1300582,
CA,California,02/01/2018,Y,U,Y,182818,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,182818,,167179,"Does Not Include All Medicaid Determinations Made At Application",15031,"Does Not Include All CHIP Determinations Made At Application",182210,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",5131976,,12215946,,10898599,,1317347,
CA,California,03/01/2018,Y,U,Y,171095,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,171095,,170838,"Does Not Include All Medicaid Determinations Made At Application",15140,"Does Not Include All CHIP Determinations Made At Application",185978,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",5121657,,12193802,,10876767,,1317035,
CA,California,04/01/2018,Y,U,Y,164485,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,164485,,156945,"Does Not Include All Medicaid Determinations Made At Application",12508,"Does Not Include All CHIP Determinations Made At Application",169453,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",5102585,,12147513,,10830732,,1316781,
CA,California,05/01/2018,Y,U,Y,167635,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,167635,,158967,"Does Not Include All Medicaid Determinations Made At Application",12258,"Does Not Include All CHIP Determinations Made At Application",171225,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",5086121,,12109710,,10797473,,1312237,
CA,California,06/01/2018,Y,U,Y,156439,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,156439,,150585,"Does Not Include All Medicaid Determinations Made At Application",10818,"Does Not Include All CHIP Determinations Made At Application",161403,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",5065212,,12064332,,10755540,,1308792,
CA,California,07/01/2018,Y,U,Y,165763,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,165763,,153506,"Does Not Include All Medicaid Determinations Made At Application",10917,"Does Not Include All CHIP Determinations Made At Application",164423,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",5062391,,12059138,,10748634,,1310504,
CA,California,08/01/2018,Y,U,Y,181504,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,181504,,166696,"Does Not Include All Medicaid Determinations Made At Application",13411,"Does Not Include All CHIP Determinations Made At Application",180107,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",5063155,,12055099,,10746671,,1308428,
CA,California,09/01/2018,Y,U,Y,151841,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,151841,,145620,"Does Not Include All Medicaid Determinations Made At Application",11128,"Does Not Include All CHIP Determinations Made At Application",156748,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",5037017,,12011621,,10706541,,1305080,
CA,California,10/01/2018,Y,U,Y,210104,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,210104,,162826,"Does Not Include All Medicaid Determinations Made At Application",12766,"Does Not Include All CHIP Determinations Made At Application",175592,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",5012998,,11984993,,10679957,,1305036,
CA,California,11/01/2018,Y,U,Y,214164,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,214164,,139541,"Does Not Include All Medicaid Determinations Made At Application",11492,"Does Not Include All CHIP Determinations Made At Application",151033,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",4994072,,11954943,,10649768,,1305175,
CA,California,12/01/2018,Y,U,Y,220853,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,220853,,143749,"Does Not Include All Medicaid Determinations Made At Application",12141,"Does Not Include All CHIP Determinations Made At Application",155890,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",4971516,,11927676,,10625303,,1302373,
CA,California,01/01/2019,Y,U,Y,236381,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,236381,,166680,"Does Not Include All Medicaid Determinations Made At Application",15837,"Does Not Include All CHIP Determinations Made At Application",182517,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",4972495,,11914394,,10603177,,1311217,
CA,California,02/01/2019,Y,U,Y,160957,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,160957,,149920,"Does Not Include All Medicaid Determinations Made At Application",14302,"Does Not Include All CHIP Determinations Made At Application",164222,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",4962936,,11884268,,10573509,,1310759,
CA,California,03/01/2019,Y,U,Y,154829,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,154829,,153728,"Does Not Include All Medicaid Determinations Made At Application",13946,"Does Not Include All CHIP Determinations Made At Application",167674,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",4956900,,11874143,,10560707,,1313436,
CA,California,04/01/2019,Y,U,Y,162234,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,162234,,156263,"Does Not Include All Medicaid Determinations Made At Application",13817,"Does Not Include All CHIP Determinations Made At Application",170080,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",4937307,,11824373,,10509928,,1314445,
CA,California,05/01/2019,Y,U,Y,164529,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,164529,,163835,"Does Not Include All Medicaid Determinations Made At Application",12629,"Does Not Include All CHIP Determinations Made At Application",176464,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",4925847,,11798654,,10488884,,1309770,
CA,California,06/01/2019,Y,U,Y,153566,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,153566,,149649,"Does Not Include All Medicaid Determinations Made At Application",10684,"Does Not Include All CHIP Determinations Made At Application",160333,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",4896374,,11744007,,10441601,,1302406,
CA,California,07/01/2019,Y,U,Y,176698,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,176698,,167271,"Does Not Include All Medicaid Determinations Made At Application",11738,"Does Not Include All CHIP Determinations Made At Application",179009,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",4896086,,11743500,,10439839,,1303661,
CA,California,08/01/2019,Y,U,Y,173329,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,173329,,168543,"Does Not Include All Medicaid Determinations Made At Application",13305,"Does Not Include All CHIP Determinations Made At Application",181848,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",4908538,,11752681,,10444841,,1307840,
CA,California,09/01/2019,Y,U,Y,155867,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,155867,,156911,"Does Not Include All Medicaid Determinations Made At Application",12202,"Does Not Include All CHIP Determinations Made At Application",169113,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",4893256,,11728031,,10419822,,1308209,
CA,California,10/01/2019,Y,U,Y,178291,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,178291,,162019,"Does Not Include All Medicaid Determinations Made At Application",12796,"Does Not Include All CHIP Determinations Made At Application",174815,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",4874521,,11697526,,10382097,,1315429,
CA,California,11/01/2019,Y,U,Y,188768,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,188768,,141422,"Does Not Include All Medicaid Determinations Made At Application",11249,"Does Not Include All CHIP Determinations Made At Application",152671,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",4842435,,11622664,,10309314,,1313350,
CA,California,12/01/2019,Y,U,Y,200344,"Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies",0,,200344,,146232,"Does Not Include All Medicaid Determinations Made At Application",11660,"Does Not Include All CHIP Determinations Made At Application",157892,"Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application",4824710,,11588323,,10275195,,1313128,
